date,TotalConsmp,Press_mm_hg,Windspeed,Visibility,H,RTo
2016-01-11 23:20:00,60.0,736.5,6.666666667,34.0,45.52142857,13.940416666249998
2016-01-11 23:30:00,90.0,736.6,6.5,31.0,45.66345238,14.006458333749999
2016-01-11 23:40:00,80.0,736.7,6.333333333,28.0,45.762619047142856,14.085
2016-01-11 23:50:00,60.0,736.8,6.166666667,25.0,45.84095238142857,14.136250000000002
2016-01-12 00:00:00,50.0,736.9,6.0,22.0,45.92857142714285,14.22416666625
2016-01-12 00:10:00,50.0,737.0,6.0,25.0,46.081904761428575,14.23125
2016-01-12 00:20:00,60.0,737.1,6.0,28.0,46.19380952285714,14.248750000000001
2016-01-12 00:30:00,70.0,737.2,6.0,31.0,46.36761904714285,14.262083333750002
2016-01-12 00:40:00,320.0,737.3,6.0,34.0,46.44285714285714,14.26708333375
2016-01-12 00:50:00,400.0,737.4,6.0,37.0,46.52333333428572,14.28625000125
2016-01-12 01:00:00,400.0,737.5,6.0,40.0,46.62011904714286,14.329791666250001
2016-01-12 01:10:00,390.0,737.6333333,5.833333333,40.0,46.70238095285714,14.34541666625
2016-01-12 01:20:00,130.0,737.7666667000002,5.666666667,40.0,46.809999999999995,14.36958333375
2016-01-12 01:30:00,50.0,737.9,5.5,40.0,46.861428571428576,14.380416667499999
2016-01-12 01:40:00,40.0,738.0333333,5.333333333,40.0,46.84333333428571,14.32666666625
2016-01-12 01:50:00,50.0,738.1666667000002,5.166666667,40.0,47.01190476142857,14.297083333750003
2016-01-12 02:00:00,40.0,738.3,5.0,40.0,47.09273809571429,14.2353125
2016-01-12 02:10:00,50.0,738.4,4.833333333,40.0,47.14119047714286,14.271875000000001
2016-01-12 02:20:00,50.0,738.5,4.666666667,40.0,47.19238095285715,14.31041666625
2016-01-12 02:30:00,50.0,738.6,4.5,40.0,47.19380952285714,14.355833333749999
2016-01-12 02:40:00,40.0,738.7,4.333333333,40.0,47.22619047571428,14.395833333749998
2016-01-12 02:50:00,40.0,738.8,4.166666667,40.0,47.191904761428574,14.4089583325
2016-01-12 03:00:00,30.0,738.9,4.0,40.0,47.250000001428575,14.460000001249998
2016-01-12 03:10:00,20.0,739.0166667000002,4.333333333,40.0,47.29000000142857,14.417916666250001
2016-01-12 03:20:00,20.0,739.1333333,4.666666667,40.0,47.367142857142845,14.389999999999999
2016-01-12 03:30:00,40.0,739.25,5.0,40.0,47.37761904714286,14.34125
2016-01-12 03:40:00,50.0,739.3666667,5.333333333,40.0,47.404761904285714,14.30458333375
2016-01-12 03:50:00,50.0,739.4833332999998,5.666666667,40.0,47.419047618571426,14.27958333375
2016-01-12 04:00:00,40.0,739.6,6.0,40.0,47.443333332857144,14.22166666625
2016-01-12 04:10:00,50.0,739.65,5.833333333,40.0,47.42452381,14.180416664999997
2016-01-12 04:20:00,40.0,739.7,5.666666667,40.0,47.42666666714286,14.150416666250003
2016-01-12 04:30:00,40.0,739.75,5.5,40.0,47.44142857142857,14.1175
2016-01-12 04:40:00,40.0,739.8,5.333333333,40.0,47.49023809571428,14.092916667500003
2016-01-12 04:50:00,60.0,739.85,5.166666667,40.0,47.472857142857144,14.06208333375
2016-01-12 05:00:00,50.0,739.9,5.0,40.0,47.50666666571429,14.030000000000001
2016-01-12 05:10:00,50.0,739.9666667,4.833333333,40.0,47.513333332857144,14.02989583375
2016-01-12 05:20:00,40.0,740.0333333,4.666666667,40.0,47.47738095142857,14.006250000000001
2016-01-12 05:30:00,40.0,740.1,4.5,40.0,47.47428571428571,14.015833333749999
2016-01-12 05:40:00,40.0,740.1666667000002,4.333333333,40.0,47.49761904857143,14.048333333750001
2016-01-12 05:50:00,40.0,740.2333332999998,4.166666667,40.0,47.48952381,14.05416666625
2016-01-12 06:00:00,50.0,740.3,4.0,40.0,47.52428571428572,14.031666666249999
2016-01-12 06:10:00,80.0,740.4333333,4.166666667,38.16666667,47.56595238142857,13.98875
2016-01-12 06:20:00,40.0,740.5666667,4.333333333,36.33333333,47.63476190571429,13.927083333750002
2016-01-12 06:30:00,30.0,740.7,4.5,34.5,47.671904762857146,13.896666666249999
2016-01-12 06:40:00,30.0,740.8333332999998,4.666666667,32.66666667,47.66095238142857,13.866
2016-01-12 06:50:00,30.0,740.9666667,4.833333333,30.83333333,47.70416666571428,13.811250000000001
2016-01-12 07:00:00,50.0,741.1,5.0,29.0,47.72809523714285,13.76166666625
2016-01-12 07:10:00,60.0,741.2166667,5.0,30.83333333,47.77476190428571,13.765833333749997
2016-01-12 07:20:00,80.0,741.3333332999998,5.0,32.66666667,47.612380952857144,13.736666667499998
2016-01-12 07:30:00,80.0,741.45,5.0,34.5,47.38428571428572,13.723437500000001
2016-01-12 07:40:00,90.0,741.5666667,5.0,36.33333333,47.276190475714294,13.69208333375
2016-01-12 07:50:00,90.0,741.6833333,5.0,38.16666667,47.221190477142855,13.6566666675
2016-01-12 08:00:00,160.0,741.8,5.0,40.0,47.11142857142857,13.654583333749999
2016-01-12 08:10:00,140.0,741.8833333,5.0,40.0,47.04238095142858,13.704583333749998
2016-01-12 08:20:00,100.0,741.9666667,5.0,40.0,47.20015873,13.77319444375
2016-01-12 08:30:00,60.0,742.05,5.0,40.0,46.84690476285715,13.805
2016-01-12 08:40:00,60.0,742.1333333,5.0,40.0,46.562857144285715,13.82666666625
2016-01-12 08:50:00,60.0,742.2166667,5.0,40.0,46.394999999999996,13.864166666250002
2016-01-12 09:00:00,50.0,742.3,5.0,40.0,46.13904761857143,13.901666667499999
2016-01-12 09:10:00,60.0,742.3833333,5.0,38.16666667,45.94142857285715,13.79583333375
2016-01-12 09:20:00,50.0,742.4666667,5.0,36.33333333,45.751904762857144,13.701250000000002
2016-01-12 09:30:00,30.0,742.55,5.0,34.5,45.58404761999999,13.604583332499999
2016-01-12 09:40:00,40.0,742.6333333,5.0,32.66666667,45.406190474285715,13.502083332500003
2016-01-12 09:50:00,30.0,742.7166667,5.0,30.83333333,45.308571428571426,13.408750000000005
2016-01-12 10:00:00,260.0,742.8,5.0,29.0,45.21999999857143,13.32375
2016-01-12 10:10:00,500.0,742.8833333,5.0,30.83333333,45.20952381,13.129999999999999
2016-01-12 10:20:00,450.0,742.9666667,5.0,32.66666667,45.529523808571426,12.968333333749998
2016-01-12 10:30:00,60.0,743.05,5.0,34.5,45.66333333142858,12.846666666250004
2016-01-12 10:40:00,60.0,743.1333333,5.0,36.33333333,45.45857142857143,12.739166664999999
2016-01-12 10:50:00,60.0,743.2166667,5.0,38.16666667,45.27952381,12.561250000000001
2016-01-12 11:00:00,50.0,743.3,5.0,40.0,45.17166666714286,12.392499998750003
2016-01-12 11:10:00,50.0,743.3333332999998,5.333333333,38.0,45.06619047714286,12.341250000000002
2016-01-12 11:20:00,50.0,743.3666667,5.666666667,36.0,44.932857142857145,12.2304166675
2016-01-12 11:30:00,60.0,743.4,6.0,34.0,44.89142857,12.13354166625
2016-01-12 11:40:00,60.0,743.4333333,6.333333333,32.0,44.73142857142857,12.03083333375
2016-01-12 11:50:00,60.0,743.4666667,6.666666667,30.0,44.618809524285716,11.93291666625
2016-01-12 12:00:00,60.0,743.5,7.0,28.0,44.54523809571429,11.85666666625
2016-01-12 12:10:00,190.0,743.5,7.0,30.0,44.41571428571429,11.78010416625
2016-01-12 12:20:00,220.0,743.5,7.0,32.0,44.40047619,11.689583333750003
2016-01-12 12:30:00,170.0,743.5,7.0,34.0,44.28674603142857,11.616979166249997
2016-01-12 12:40:00,390.0,743.5,7.0,36.0,44.23276190571429,11.52666666625
2016-01-12 12:50:00,90.0,743.5,7.0,38.0,44.209999999999994,11.40125
2016-01-12 13:00:00,60.0,743.5,7.0,40.0,44.43571428571429,11.3379166675
2016-01-12 13:10:00,290.0,743.5,7.166666667,40.0,44.36821428571428,11.37500000125
2016-01-12 13:20:00,130.0,743.5,7.333333333,40.0,44.29497023857142,11.4566666675
2016-01-12 13:30:00,140.0,743.5,7.5,40.0,44.164999998571425,11.515833333749999
2016-01-12 13:40:00,240.0,743.5,7.666666667,40.0,44.016388889999995,11.58
2016-01-12 13:50:00,50.0,743.5,7.833333333,40.0,43.94871882142858,11.673125
2016-01-12 14:00:00,60.0,743.5,8.0,40.0,43.87685714285715,11.7697222225
2016-01-12 14:10:00,60.0,743.55,7.5,40.0,43.789380952857144,11.802916666249999
2016-01-12 14:20:00,60.0,743.6,7.0,40.0,43.71476190428571,11.81291666625
2016-01-12 14:30:00,370.0,743.65,6.5,40.0,43.656666667142865,11.802500000000002
2016-01-12 14:40:00,200.0,743.7,6.0,40.0,43.62523809571428,11.824375000000003
2016-01-12 14:50:00,70.0,743.75,5.5,40.0,43.583809522857145,11.790416667499999
2016-01-12 15:00:00,50.0,743.8,5.0,40.0,43.547619048571434,11.80322916625
2016-01-12 15:10:00,40.0,743.8166667,4.833333333,40.0,43.55285714285715,11.87916666625
2016-01-12 15:20:00,40.0,743.8333332999998,4.666666667,40.0,43.51142857142857,11.974166666250003
2016-01-12 15:30:00,30.0,743.85,4.5,40.0,43.479642857142856,12.12447916625
2016-01-12 15:40:00,30.0,743.8666667,4.333333333,40.0,43.424285712857156,12.297500000000003
2016-01-12 15:50:00,30.0,743.8833333,4.166666667,40.0,43.310714284285716,12.448958333749998
2016-01-12 16:00:00,30.0,743.9,4.0,40.0,43.15610544142857,12.576071428749998
2016-01-12 16:10:00,40.0,743.95,4.5,38.16666667,43.09650793714286,12.523434343749999
2016-01-12 16:20:00,50.0,744.0,5.0,36.33333333,43.00004761857143,12.44037878875
2016-01-12 16:30:00,40.0,744.05,5.5,34.5,42.96047619000001,12.394464286249997
2016-01-12 16:40:00,40.0,744.1,6.0,32.66666667,42.86975649285714,12.30660416625
2016-01-12 16:50:00,40.0,744.15,6.5,30.83333333,42.812648810000006,12.24486778875
2016-01-12 17:00:00,60.0,744.2,7.0,29.0,42.78101010142858,12.194444445000002
2016-01-12 17:10:00,70.0,744.2833333,7.0,30.83333333,42.75470779142857,12.353749999999998
2016-01-12 17:20:00,230.0,744.3666667,7.0,32.66666667,42.758354978571425,12.5425
2016-01-12 17:30:00,400.0,744.45,7.0,34.5,42.926277057142855,12.7016792925
2016-01-12 17:40:00,410.0,744.5333333,7.0,36.33333333,43.00345238142857,12.893333332500003
2016-01-12 17:50:00,260.0,744.6166667,7.0,38.16666667,43.20047619142857,13.13333333375
2016-01-12 18:00:00,120.0,744.7,7.0,40.0,43.44619047571429,13.35541666625
2016-01-12 18:10:00,120.0,744.75,6.833333333,40.0,43.43428571714286,13.483749999999997
2016-01-12 18:20:00,90.0,744.8,6.666666667,40.0,43.44619047571429,13.595208333750001
2016-01-12 18:30:00,50.0,744.85,6.5,40.0,43.39619047714285,13.70291666625
2016-01-12 18:40:00,40.0,744.9,6.333333333,40.0,43.36880952428571,13.84375
2016-01-12 18:50:00,30.0,744.95,6.166666667,40.0,43.28702381,13.91229166625
2016-01-12 19:00:00,50.0,745.0,6.0,40.0,43.20380952428572,13.99625
2016-01-12 19:10:00,50.0,745.0333333,6.166666667,40.0,43.14,14.035416667500002
2016-01-12 19:20:00,60.0,745.0666667,6.333333333,40.0,43.12523809571429,14.05375
2016-01-12 19:30:00,50.0,745.1,6.5,40.0,43.15428571428572,14.086666666249998
2016-01-12 19:40:00,60.0,745.1333333,6.666666667,40.0,43.17809523857142,14.129166666249999
2016-01-12 19:50:00,60.0,745.1666667000002,6.833333333,40.0,43.18761904714285,14.157500000000002
2016-01-12 20:00:00,60.0,745.2,7.0,40.0,43.18238095285714,14.2075
2016-01-12 20:10:00,50.0,745.3166667,6.833333333,40.0,43.13999999999999,14.156666667499998
2016-01-12 20:20:00,50.0,745.4333333,6.666666667,40.0,43.101904761428564,14.077916666249997
2016-01-12 20:30:00,50.0,745.55,6.5,40.0,43.075714285714284,14.043749999999998
2016-01-12 20:40:00,50.0,745.6666667000002,6.333333333,40.0,43.07285714428571,14.010000000000002
2016-01-12 20:50:00,50.0,745.7833333,6.166666667,40.0,43.06523809571428,13.935
2016-01-12 21:00:00,60.0,745.9,6.0,40.0,43.02571428571428,13.883750000000003
2016-01-12 21:10:00,60.0,745.95,6.166666667,38.16666667,43.00523809571428,13.780000000000001
2016-01-12 21:20:00,40.0,746.0,6.333333333,36.33333333,42.99333333285715,13.64666666625
2016-01-12 21:30:00,30.0,746.05,6.5,34.5,42.95666666714286,13.534166666250002
2016-01-12 21:40:00,50.0,746.1,6.666666667,32.66666667,42.91785714285715,13.393680554999998
2016-01-12 21:50:00,40.0,746.15,6.833333333,30.83333333,43.00980519571429,13.29681818125
2016-01-12 22:00:00,40.0,746.2,7.0,29.0,43.14689033285715,13.221590908749999
2016-01-12 22:10:00,60.0,746.2666667000002,6.833333333,30.83333333,43.42003968285714,13.19450520875
2016-01-12 22:20:00,50.0,746.3333332999998,6.666666667,32.66666667,43.67022942428571,13.166936274999998
2016-01-12 22:30:00,50.0,746.4,6.5,34.5,43.889000721428566,13.13049479125
2016-01-12 22:40:00,40.0,746.4666667,6.333333333,36.33333333,44.11095238142857,13.1079166675
2016-01-12 22:50:00,50.0,746.5333333,6.166666667,38.16666667,44.29419913285715,13.060151515000001
2016-01-12 23:00:00,40.0,746.6,6.0,40.0,44.43946428571429,13.031197916250001
2016-01-12 23:10:00,40.0,746.7333332999998,6.333333333,40.0,44.52673469428572,12.935725107500003
2016-01-12 23:20:00,40.0,746.8666667,6.666666667,40.0,44.653840702857146,12.813888888750002
2016-01-12 23:30:00,40.0,747.0,7.0,40.0,44.77055555571429,12.735624999999999
2016-01-12 23:40:00,50.0,747.1333333,7.333333333,40.0,44.878095238571426,12.665000000000001
2016-01-12 23:50:00,50.0,747.2666667000002,7.666666667,40.0,45.00223809571428,12.57729166625
2016-01-13 00:00:00,50.0,747.4,8.0,40.0,45.08136904714286,12.480833333749999
2016-01-13 00:10:00,30.0,747.5333333,8.0,37.83333333,45.14891156428572,12.595000000000002
2016-01-13 00:20:00,20.0,747.6666667000002,8.0,35.66666667,45.25738095285714,12.709791666250002
2016-01-13 00:30:00,30.0,747.8,8.0,33.5,45.36546031857143,12.823863636250001
2016-01-13 00:40:00,20.0,747.9333333,8.0,31.33333333,45.42301587285714,12.9503472225
2016-01-13 00:50:00,40.0,748.0666667,8.0,29.16666667,45.50006802714285,13.055238095000002
2016-01-13 01:00:00,50.0,748.2,8.0,27.0,45.55095238142858,13.1418452375
2016-01-13 01:10:00,60.0,748.3166667,8.0,26.0,45.62523809571429,13.135416666249998
2016-01-13 01:20:00,50.0,748.4333333,8.0,25.0,45.72476190428571,13.135416666249998
2016-01-13 01:30:00,40.0,748.55,8.0,24.0,45.87650793571429,13.125694444999997
2016-01-13 01:40:00,40.0,748.6666667000002,8.0,23.0,45.972857142857144,13.118749999999999
2016-01-13 01:50:00,50.0,748.7833333,8.0,22.0,46.17101190428571,13.131249999999998
2016-01-13 02:00:00,40.0,748.9,8.0,21.0,46.338966837142856,13.134088541249998
2016-01-13 02:10:00,40.0,749.0833332999998,8.0,21.5,46.41896825428571,13.104375
2016-01-13 02:20:00,50.0,749.2666667000002,8.0,22.0,46.49285714285715,13.0625
2016-01-13 02:30:00,50.0,749.45,8.0,22.5,46.513333332857144,13.026875000000002
2016-01-13 02:40:00,50.0,749.6333333,8.0,23.0,46.54480158714286,12.9925
2016-01-13 02:50:00,40.0,749.8166667,8.0,23.5,46.54932234571429,12.95642628125
2016-01-13 03:00:00,30.0,750.0,8.0,24.0,46.55563492,12.902986111250001
2016-01-13 03:10:00,20.0,750.2,8.0,24.0,46.57638888857144,12.91333333375
2016-01-13 03:20:00,20.0,750.4,8.0,24.0,46.55515873,12.921180555
2016-01-13 03:30:00,20.0,750.6,8.0,24.0,46.55436507857143,12.946388888750004
2016-01-13 03:40:00,50.0,750.8,8.0,24.0,46.52857142714286,12.952013888749999
2016-01-13 03:50:00,50.0,751.0,8.0,24.0,46.51603174571428,12.945018938750001
2016-01-13 04:00:00,50.0,751.2,8.0,24.0,46.53409645857143,12.945539214999998
2016-01-13 04:10:00,40.0,751.3166667,8.0,23.66666667,46.529761904285714,12.98926916125
2016-01-13 04:20:00,40.0,751.4333333,8.0,23.33333333,46.54873015999999,13.032916666250001
2016-01-13 04:30:00,50.0,751.55,8.0,23.0,46.56452380999999,13.063125
2016-01-13 04:40:00,40.0,751.6666667000002,8.0,22.66666667,46.58000000142857,13.085138888750002
2016-01-13 04:50:00,50.0,751.7833333,8.0,22.33333333,46.59087301571428,13.1334722225
2016-01-13 05:00:00,50.0,751.9,8.0,22.0,46.58821428571429,13.150703125000003
2016-01-13 05:10:00,50.0,752.05,7.833333333,22.16666667,46.58710204142857,13.163749999999999
2016-01-13 05:20:00,40.0,752.2,7.666666667,22.33333333,46.597142857142856,13.185625000000002
2016-01-13 05:30:00,40.0,752.35,7.5,22.5,46.60363636428571,13.227500000000001
2016-01-13 05:40:00,50.0,752.5,7.333333333,22.66666667,46.612448979999996,13.252499999999998
2016-01-13 05:50:00,20.0,752.65,7.166666667,22.83333333,46.63441558428571,13.297083333749999
2016-01-13 06:00:00,20.0,752.8,7.0,23.0,46.63315126,13.319027778749998
2016-01-13 06:10:00,50.0,752.9833332999998,6.833333333,25.83333333,46.65858974428572,13.290624998750001
2016-01-13 06:20:00,40.0,753.1666667000002,6.666666667,28.66666667,46.70047619142857,13.251517857499998
2016-01-13 06:30:00,60.0,753.35,6.5,31.5,46.735204855714294,13.241239177499999
2016-01-13 06:40:00,60.0,753.5333333,6.333333333,34.33333333,46.68762987,13.408749999999998
2016-01-13 06:50:00,200.0,753.7166667,6.166666667,37.16666667,46.84370129857143,13.396834415000002
2016-01-13 07:00:00,120.0,753.9,6.0,40.0,46.82571428428571,13.38708333375
2016-01-13 07:10:00,90.0,753.9666667,5.833333333,36.66666667,46.493809524285716,13.47916666625
2016-01-13 07:20:00,50.0,754.0333333,5.666666667,33.33333333,46.221904761428576,13.415
2016-01-13 07:30:00,50.0,754.1,5.5,30.0,46.02261904857143,13.364374999999999
2016-01-13 07:40:00,50.0,754.1666667000002,5.333333333,26.66666667,45.72809523714285,13.334791666249998
2016-01-13 07:50:00,40.0,754.2333332999998,5.166666667,23.33333333,45.520684524285706,13.313750000000002
2016-01-13 08:00:00,40.0,754.3,5.0,20.0,45.34890476142857,13.303333333749997
2016-01-13 08:10:00,30.0,754.45,4.833333333,21.5,45.140952381428576,13.268749999999997
2016-01-13 08:20:00,200.0,754.6,4.666666667,23.0,44.987023810000004,13.260312499999998
2016-01-13 08:30:00,380.0,754.75,4.5,24.5,44.79238095285714,13.23708333375
2016-01-13 08:40:00,370.0,754.9,4.333333333,26.0,44.68190476142858,13.24583333375
2016-01-13 08:50:00,330.0,755.05,4.166666667,27.5,44.62380952428572,13.28166666625
2016-01-13 09:00:00,420.0,755.2,4.0,29.0,44.532380952857146,13.327916667499998
2016-01-13 09:10:00,420.0,755.3166667,4.166666667,30.83333333,44.510714285714286,13.4033333325
2016-01-13 09:20:00,320.0,755.4333333,4.333333333,32.66666667,44.62249999857143,13.45927083375
2016-01-13 09:30:00,90.0,755.55,4.5,34.5,44.613333332857145,13.5225
2016-01-13 09:40:00,90.0,755.6666667000002,4.666666667,36.33333333,44.56857143,13.546666666250001
2016-01-13 09:50:00,140.0,755.7833333,4.833333333,38.16666667,44.49952381000001,13.5483333325
2016-01-13 10:00:00,110.0,755.9,5.0,40.0,44.48619047714286,13.54375
2016-01-13 10:10:00,80.0,756.0333333,5.0,38.16666667,44.50952381142857,13.451666666249997
2016-01-13 10:20:00,90.0,756.1666667000002,5.0,36.33333333,44.47595238142857,13.35958333375
2016-01-13 10:30:00,100.0,756.3,5.0,34.5,44.43904761857143,13.267499999999998
2016-01-13 10:40:00,60.0,756.4333333,5.0,32.66666667,44.31333333285715,13.180000000000001
2016-01-13 10:50:00,50.0,756.5666667,5.0,30.83333333,44.28809523714286,13.087916667499998
2016-01-13 11:00:00,40.0,756.7,5.0,29.0,44.171904761428564,12.978333333750001
2016-01-13 11:10:00,80.0,756.7833333,5.166666667,30.83333333,43.85500000142857,12.84125
2016-01-13 11:20:00,60.0,756.8666667,5.333333333,32.66666667,43.85047619142858,12.735416666249998
2016-01-13 11:30:00,90.0,756.95,5.5,34.5,43.75619047714286,12.633333332500001
2016-01-13 11:40:00,90.0,757.0333333,5.666666667,36.33333333,43.75666666714286,12.546249999999999
2016-01-13 11:50:00,50.0,757.1166667,5.833333333,38.16666667,43.762380952857136,12.439583332500002
2016-01-13 12:00:00,40.0,757.2,6.0,40.0,43.70142857142857,12.35125
2016-01-13 12:10:00,50.0,757.2833333,5.833333333,38.16666667,43.44488095285714,12.39625
2016-01-13 12:20:00,40.0,757.3666667,5.666666667,36.33333333,43.03952381,12.462291666250001
2016-01-13 12:30:00,40.0,757.45,5.5,34.5,42.82285714285714,12.545000000000002
2016-01-13 12:40:00,50.0,757.5333333,5.333333333,32.66666667,42.642738095714286,12.60104166625
2016-01-13 12:50:00,30.0,757.6166667,5.166666667,30.83333333,42.47857142714286,12.694166667499998
2016-01-13 13:00:00,30.0,757.7,5.0,29.0,42.28238095142857,12.73708333375
2016-01-13 13:10:00,20.0,757.6833333,5.0,28.66666667,42.12666666714285,12.485833333749998
2016-01-13 13:20:00,20.0,757.6666667000002,5.0,28.33333333,42.01190476142857,12.228750000000002
2016-01-13 13:30:00,50.0,757.65,5.0,28.0,41.912142857142854,11.981666667500004
2016-01-13 13:40:00,40.0,757.6333333,5.0,27.66666667,41.86285714428571,11.743333333750002
2016-01-13 13:50:00,50.0,757.6166667,5.0,27.33333333,41.80857143000001,11.51333333375
2016-01-13 14:00:00,40.0,757.6,5.0,27.0,41.70476190428572,11.26958333375
2016-01-13 14:10:00,60.0,757.55,5.166666667,29.16666667,41.58523809571428,11.349583333750001
2016-01-13 14:20:00,40.0,757.5,5.333333333,31.33333333,41.541190477142855,11.448333332500003
2016-01-13 14:30:00,40.0,757.45,5.5,33.5,41.46714285714285,11.581666666250003
2016-01-13 14:40:00,50.0,757.4,5.666666667,35.66666667,41.38619047571429,11.715000000000003
2016-01-13 14:50:00,40.0,757.35,5.833333333,37.83333333,41.25666666714285,11.84875
2016-01-13 15:00:00,40.0,757.3,6.0,40.0,41.15333333428571,12.008750000000003
2016-01-13 15:10:00,30.0,757.3166667,5.666666667,40.0,40.982380951428574,12.03666666625
2016-01-13 15:20:00,30.0,757.3333332999998,5.333333333,40.0,40.835357141428574,12.05958333375
2016-01-13 15:30:00,30.0,757.35,5.0,40.0,40.68071428428572,12.0889583325
2016-01-13 15:40:00,40.0,757.3666667,4.666666667,40.0,40.521190475714285,12.131770832499999
2016-01-13 15:50:00,80.0,757.3833333,4.333333333,40.0,40.355714285714285,12.164583333749999
2016-01-13 16:00:00,70.0,757.4,4.0,40.0,40.41666666714286,12.192083332499996
2016-01-13 16:10:00,80.0,757.3833333,3.833333333,40.0,40.46380952428571,12.46375
2016-01-13 16:20:00,70.0,757.3666667,3.666666667,40.0,40.495238095714285,12.708333333749998
2016-01-13 16:30:00,80.0,757.35,3.5,40.0,40.599523808571426,12.927083333750002
2016-01-13 16:40:00,80.0,757.3333332999998,3.333333333,40.0,40.69785714285714,13.138333332500004
2016-01-13 16:50:00,100.0,757.3166667,3.166666667,40.0,40.74333333285715,13.364999999999998
2016-01-13 17:00:00,90.0,757.3,3.0,40.0,40.65571428571428,13.574166667500002
2016-01-13 17:10:00,110.0,757.3,3.0,40.0,40.57714285714285,13.774166666249997
2016-01-13 17:20:00,90.0,757.3,3.0,40.0,40.496666665714294,13.984583333750003
2016-01-13 17:30:00,110.0,757.3,3.0,40.0,40.472857142857144,14.207500000000001
2016-01-13 17:40:00,100.0,757.3,3.0,40.0,40.45857142857143,14.395833333749998
2016-01-13 17:50:00,100.0,757.3,3.0,40.0,40.45238095285714,14.605416667499997
2016-01-13 18:00:00,110.0,757.3,3.0,40.0,40.48333333428571,14.83833333375
2016-01-13 18:10:00,110.0,757.3,3.0,38.16666667,40.44142857142857,14.99249999875
2016-01-13 18:20:00,110.0,757.3,3.0,36.33333333,40.44952381,15.144583333749996
2016-01-13 18:30:00,100.0,757.3,3.0,34.5,40.48011904857143,15.311874999999997
